Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2017-06-15,2017,6,15,Thursday,24,2017-24,75.41,76.1,75.39,75.99,3094736.0,69.39,0.006166097075731125,69.38499999999999,67.97980000000001
2017-06-16,2017,6,16,Friday,24,2017-24,76.22,76.6,75.68,75.79,7215490.0,69.2,-0.002650341221536401,69.32642857142856,68.07799999999999
2017-06-19,2017,6,19,Monday,25,2017-25,76.29,76.94,76.15,76.68,5392907.0,70.02,0.011791315522038603,69.35,68.1936
2017-06-20,2017,6,20,Tuesday,25,2017-25,76.5,77.11,76.44,76.47,4263923.0,69.82,-0.002790402818711124,69.35928571428572,68.2986
2017-06-21,2017,6,21,Wednesday,25,2017-25,76.76,76.9,76.46,76.62,4341784.0,69.96,0.0019752141600029027,69.35785714285713,68.4076
2017-06-22,2017,6,22,Thursday,25,2017-25,76.67,77.38,76.66,76.88,4793377.0,70.2,0.0034494017227488794,69.36,68.5184
2017-06-23,2017,6,23,Friday,25,2017-25,76.78,77.05,76.46,76.92,6119398.0,70.23,0.00040960147591295737,69.41071428571429,68.64
2017-06-26,2017,6,26,Monday,26,2017-26,77.04,77.46,76.66,76.7,2613111.0,70.03,-0.0028637551279705464,69.48285714285714,68.7594
2017-06-27,2017,6,27,Tuesday,26,2017-26,76.73,76.87,76.47,76.52,2706226.0,69.87,-0.0022974095095409375,69.55714285714285,68.8622
2017-06-28,2017,6,28,Wednesday,26,2017-26,76.82,77.16,76.58,77.09,2862107.0,70.39,0.007483883394813651,69.66214285714285,68.972
2017-06-29,2017,6,29,Thursday,26,2017-26,77.04,77.07,75.91,76.56,3747815.0,69.9,-0.006938505170388298,69.70357142857142,69.07939999999999
2017-06-30,2017,6,30,Friday,26,2017-26,76.78,77.18,76.54,76.85,3829808.0,70.17,0.0037811877044005016,69.795,69.1804
2017-07-03,2017,7,3,Monday,27,2017-27,77.16,77.5,76.82,76.83,1837202.0,70.15,-0.0002457293649853476,69.87785714285714,69.269
2017-07-05,2017,7,5,Wednesday,27,2017-27,77.01,77.41,76.88,77.28,2761682.0,70.56,0.00581597307188253,69.99214285714287,69.3506
2017-07-06,2017,7,6,Thursday,27,2017-27,77.13,77.41,76.7,76.71,4859480.0,70.04,-0.007329758128145736,70.03857142857143,69.4156
2017-07-07,2017,7,7,Friday,27,2017-27,76.95,77.34,76.8,77.16,2801248.0,70.46,0.005906842724593853,70.12857142857143,69.4738
2017-07-10,2017,7,10,Monday,28,2017-28,77.24,77.87,77.0,77.44,3262376.0,70.71,0.003670260440788553,70.17785714285715,69.5304
2017-07-11,2017,7,11,Tuesday,28,2017-28,77.51,77.84,77.0,77.75,3104112.0,70.99,0.0039005634147155632,70.26142857142857,69.5902
2017-07-12,2017,7,12,Wednesday,28,2017-28,78.05,78.53,77.82,77.85,3776894.0,71.09,0.001376276839064161,70.34214285714286,69.6528
2017-07-13,2017,7,13,Thursday,28,2017-28,77.83,77.87,77.31,77.45,4271073.0,70.72,-0.005173424114741754,70.37928571428571,69.70339999999999
2017-07-14,2017,7,14,Friday,28,2017-28,77.68,77.81,77.28,77.67,2827626.0,70.92,0.0027627414715232224,70.42857142857143,69.7468
2017-07-17,2017,7,17,Monday,29,2017-29,77.87,77.87,77.4,77.48,2927574.0,70.74,-0.0024310854462468168,70.47928571428572,69.77860000000001
2017-07-18,2017,7,18,Tuesday,29,2017-29,77.29,77.38,76.73,77.17,2990021.0,70.47,-0.0038987630855693567,70.52214285714287,69.80099999999999
2017-07-19,2017,7,19,Wednesday,29,2017-29,77.44,77.55,77.12,77.46,2718779.0,70.73,0.0036694438679134578,70.54642857142858,69.8316
2017-07-20,2017,7,20,Thursday,29,2017-29,77.32,77.59,76.97,77.06,2910095.0,70.36,-0.005118892654492058,70.5792857142857,69.8504
2017-07-21,2017,7,21,Friday,29,2017-29,76.96,77.72,76.69,77.72,3928803.0,70.96,0.008493593427359114,70.63571428571429,69.88640000000001
2017-07-24,2017,7,24,Monday,30,2017-30,77.72,77.88,77.31,77.49,5847202.0,70.75,-0.002915154740593784,70.67857142857143,69.9152
2017-07-25,2017,7,25,Tuesday,30,2017-30,76.71,76.78,75.51,75.78,7629425.0,69.2,-0.022009425124348447,70.58142857142857,69.918
2017-07-26,2017,7,26,Wednesday,30,2017-30,75.78,75.88,75.07,75.23,4757307.0,68.69,-0.0073077509128625096,70.485,69.9096
2017-07-27,2017,7,27,Thursday,30,2017-30,75.12,75.15,74.17,74.69,6764850.0,68.2,-0.007110423875403726,70.32357142857143,69.886
2017-07-28,2017,7,28,Friday,30,2017-30,74.76,75.17,74.44,74.81,3417621.0,68.31,0.0015161882798444548,70.15214285714286,69.878
2017-07-31,2017,7,31,Monday,31,2017-31,74.99,75.1,74.54,74.62,3451785.0,68.13,-0.0025234899688676427,69.94785714285715,69.86880000000001
2017-08-01,2017,8,1,Tuesday,31,2017-31,74.89,75.05,74.49,74.81,2468194.0,68.31,0.0026145279471974092,69.74928571428572,69.84259999999999
2017-08-02,2017,8,2,Wednesday,31,2017-31,74.76,75.76,74.68,75.74,3717307.0,69.16,0.01236520716881806,69.63785714285714,69.8276
2017-08-03,2017,8,3,Thursday,31,2017-31,75.76,76.22,75.43,76.21,3227577.0,69.59,0.0062318599634687555,69.54285714285714,69.81639999999999
2017-08-04,2017,8,4,Friday,31,2017-31,76.29,76.56,75.93,76.46,2865920.0,69.81,0.0032206860666517123,69.47642857142857,69.8096
2017-08-07,2017,8,7,Monday,32,2017-32,75.08,75.36,74.17,74.59,7906387.0,68.11,-0.024446544167291195,69.30785714285715,69.76679999999999
2017-08-08,2017,8,8,Tuesday,32,2017-32,74.54,74.88,74.27,74.38,4396604.0,67.92,-0.002784450007270345,69.10714285714286,69.7248
2017-08-09,2017,8,9,Wednesday,32,2017-32,74.62,74.74,73.65,73.76,5058423.0,67.35,-0.008376337444907622,68.89214285714286,69.678
2017-08-10,2017,8,10,Thursday,32,2017-32,73.56,73.81,73.06,73.48,5018698.0,67.09,-0.0037542636211288505,68.61571428571429,69.626
2017-08-11,2017,8,11,Friday,32,2017-32,73.63,74.11,73.22,73.56,3322440.0,67.17,0.0011138077248336042,68.36,69.5698
2017-08-14,2017,8,14,Monday,33,2017-33,73.82,73.98,73.59,73.73,2949184.0,67.32,0.002224228391976668,68.22571428571429,69.5128
2017-08-15,2017,8,15,Tuesday,33,2017-33,73.71,73.71,72.82,72.98,3631024.0,66.63,-0.010158061384474726,68.07857142857144,69.455
2017-08-16,2017,8,16,Wednesday,33,2017-33,72.95,74.32,72.89,74.26,5485864.0,68.22,0.02377230159617061,68.08,69.43900000000001
2017-08-17,2017,8,17,Thursday,33,2017-33,74.12,74.12,73.05,73.06,4325099.0,67.12,-0.016101608572761994,67.995,69.40480000000001
2017-08-18,2017,8,18,Friday,33,2017-33,73.03,73.17,72.59,72.67,4386276.0,66.76,-0.0053404604642470765,67.89714285714287,69.3616
2017-08-21,2017,8,21,Monday,34,2017-34,72.76,72.81,72.17,72.55,3040075.0,66.65,-0.0017317723079391945,67.77857142857142,69.3082
2017-08-22,2017,8,22,Tuesday,34,2017-34,72.74,72.89,72.39,72.81,3823929.0,66.88,0.003556440738561095,67.61571428571429,69.268
2017-08-23,2017,8,23,Wednesday,34,2017-34,72.63,74.81,72.33,73.65,9857362.0,67.66,0.011582862277998318,67.47785714285713,69.2414
2017-08-24,2017,8,24,Thursday,34,2017-34,73.76,73.76,72.34,72.56,6881959.0,66.66,-0.014782882370565575,67.25285714285714,69.1954
2017-08-25,2017,8,25,Friday,34,2017-34,72.86,73.06,72.39,72.42,3569053.0,66.52,-0.0019947505600363957,67.13928571428572,69.138
2017-08-28,2017,8,28,Monday,35,2017-35,72.56,72.86,72.49,72.58,5529561.0,66.67,0.002259646878996824,67.05,69.0874
2017-08-29,2017,8,29,Tuesday,35,2017-35,72.41,74.73,72.02,74.7,8855338.0,68.62,0.02922061463929171,67.14071428571428,69.05940000000001
2017-08-30,2017,8,30,Wednesday,35,2017-35,74.86,75.43,74.46,75.27,8285523.0,69.14,0.007582128421452339,67.28714285714285,69.0458
2017-08-31,2017,8,31,Thursday,35,2017-35,75.29,75.64,74.77,75.34,6322631.0,69.21,0.001003335624759405,67.43285714285715,69.0308
2017-09-01,2017,9,1,Friday,35,2017-35,75.36,75.62,74.15,74.21,4202428.0,68.17,-0.015035169733052633,67.49357142857143,68.9902
2017-09-05,2017,9,5,Tuesday,36,2017-36,72.74,72.94,69.94,69.99,22592720.0,64.29,-0.05690279611606153,67.32642857142856,68.87140000000001
2017-09-06,2017,9,6,Wednesday,36,2017-36,69.86,69.91,68.66,68.98,14601480.0,63.37,-0.014387363588972746,66.97999999999999,68.73819999999999
2017-09-07,2017,9,7,Thursday,36,2017-36,68.98,69.27,68.66,69.21,8188276.0,63.58,0.0033754845501690056,66.72714285714285,68.6124
2017-09-08,2017,9,8,Friday,36,2017-36,69.3,69.44,68.82,68.94,6998115.0,63.33,-0.003909798001669462,66.48214285714286,68.4712
2017-09-11,2017,9,11,Monday,37,2017-37,69.23,69.69,68.77,69.0,8935265.0,63.39,0.0008216259218671862,66.24928571428572,68.34100000000001
2017-09-12,2017,9,12,Tuesday,37,2017-37,69.27,69.42,69.04,69.14,6302610.0,63.51,0.0020067299840209607,66.00857142857143,68.20779999999999
2017-09-13,2017,9,13,Wednesday,37,2017-37,69.32,69.52,69.11,69.4,6071410.0,63.76,0.0038230135312131708,65.73,68.08
2017-09-14,2017,9,14,Thursday,37,2017-37,69.4,71.29,69.29,71.2,11175119.0,65.41,0.02593381639604231,65.64071428571428,67.977
2017-09-15,2017,9,15,Friday,37,2017-37,71.57,71.69,70.94,71.16,10375534.0,65.37,-0.0005301368511247961,65.55857142857143,67.8836
2017-09-18,2017,9,18,Monday,38,2017-38,71.37,71.52,70.89,70.97,6418924.0,65.19,-0.002741601918514469,65.45285714285714,67.7782
2017-09-19,2017,9,19,Tuesday,38,2017-38,71.11,71.52,70.96,71.52,5288828.0,65.7,0.00780330900745585,65.24428571428571,67.678
2017-09-20,2017,9,20,Wednesday,38,2017-38,71.26,71.89,71.25,71.81,5458692.0,65.96,0.003959868563297553,65.01714285714286,67.5774
2017-09-21,2017,9,21,Thursday,38,2017-38,71.86,72.27,71.47,72.06,4076103.0,66.2,0.003505665738761987,64.80214285714285,67.4796
2017-09-22,2017,9,22,Friday,38,2017-38,72.01,72.45,71.83,72.38,4502273.0,66.49,0.004453965128509596,64.68214285714285,67.395
2017-09-25,2017,9,25,Monday,39,2017-39,72.32,72.37,71.56,71.93,5879459.0,66.07,-0.0062603858790828415,64.80928571428572,67.298
2017-09-26,2017,9,26,Tuesday,39,2017-39,72.11,72.38,71.89,72.2,6388098.0,66.32,0.0037624132560174495,65.02,67.2096
2017-09-27,2017,9,27,Wednesday,39,2017-39,72.28,73.92,72.27,73.74,8859470.0,67.74,0.021443617225525458,65.31714285714285,67.155
2017-09-28,2017,9,28,Thursday,39,2017-39,73.62,73.66,72.61,72.9,9580399.0,66.97,-0.011435355033317607,65.57714285714285,67.0798
2017-09-29,2017,9,29,Friday,39,2017-39,72.57,73.08,72.05,73.05,5196666.0,67.11,0.0020716911071534394,65.84285714285714,67.0148
2017-10-02,2017,10,2,Monday,40,2017-40,73.09,74.04,72.96,74.0,3703641.0,67.98,0.012922295242471682,66.16214285714285,66.95519999999999
2017-10-03,2017,10,3,Tuesday,40,2017-40,74.26,74.26,73.81,74.08,3513438.0,68.05,0.0011053118156687525,66.46857142857142,66.9012
2017-10-04,2017,10,4,Wednesday,40,2017-40,74.18,74.4,73.96,74.03,4449041.0,68.0,-0.0006795185093958489,66.65357142857142,66.8772
2017-10-05,2017,10,5,Thursday,40,2017-40,74.03,74.47,73.91,74.37,4252959.0,68.32,0.004590682213139852,66.86428571428571,66.8698
2017-10-06,2017,10,6,Friday,40,2017-40,74.2,74.44,74.01,74.41,2844469.0,68.35,0.0005077945400975281,67.09,66.87280000000001
2017-10-09,2017,10,9,Monday,41,2017-41,74.44,74.81,74.32,74.66,2779956.0,68.58,0.0033834299442925264,67.29571428571428,66.87819999999999
2017-10-10,2017,10,10,Tuesday,41,2017-41,74.64,74.78,74.1,74.34,4234049.0,68.29,-0.0042993489570006815,67.46214285714287,66.8814
2017-10-11,2017,10,11,Wednesday,41,2017-41,74.46,74.64,73.9,74.1,4903495.0,68.07,-0.0031319618082322753,67.59571428571428,66.8766
2017-10-12,2017,10,12,Thursday,41,2017-41,74.05,74.85,74.03,74.78,3774828.0,68.69,0.009086826499982603,67.75285714285714,66.8672
2017-10-13,2017,10,13,Friday,41,2017-41,74.93,75.49,74.71,74.71,5517803.0,68.63,-0.0008418793902260635,67.93571428571428,66.848
2017-10-16,2017,10,16,Monday,42,2017-42,74.79,75.2,74.51,74.9,3437960.0,68.8,0.002443062732288448,68.11285714285715,66.8278
2017-10-17,2017,10,17,Tuesday,42,2017-42,74.66,75.12,74.37,75.12,3220109.0,69.0,0.0029408754407682647,68.20285714285714,66.8456
2017-10-18,2017,10,18,Wednesday,42,2017-42,75.2,75.2,74.64,75.0,2948548.0,68.9,-0.001508084838396151,68.34071428571428,66.8652
2017-10-19,2017,10,19,Thursday,42,2017-42,74.95,75.22,74.4,75.2,2592771.0,69.08,0.0026007247968762304,68.48142857142857,66.8998
2017-10-20,2017,10,20,Friday,42,2017-42,75.49,76.1,75.37,76.1,3995858.0,69.91,0.012051557960958581,68.61928571428571,66.9562
2017-10-23,2017,10,23,Monday,43,2017-43,76.0,76.26,75.81,76.08,4095806.0,69.89,-0.00033076697014067236,68.75071428571428,67.0106
2017-10-24,2017,10,24,Tuesday,43,2017-43,75.49,77.58,74.86,75.36,8632243.0,69.22,-0.009512887914659873,68.83785714285715,67.04860000000001
2017-10-25,2017,10,25,Wednesday,43,2017-43,75.34,75.7,74.81,74.88,5859120.0,68.79,-0.006263489327071992,68.87142857142857,67.0918
2017-10-26,2017,10,26,Thursday,43,2017-43,75.17,75.56,74.89,75.48,5372091.0,69.33,0.007900031786007622,68.94142857142857,67.11399999999999
2017-10-27,2017,10,27,Friday,43,2017-43,75.28,75.49,74.86,74.93,4533099.0,68.84,-0.007170950607612858,68.96000000000001,67.1484
2017-10-30,2017,10,30,Monday,44,2017-44,75.15,75.85,74.8,75.41,7043084.0,69.28,0.006382743616619058,69.0307142857143,67.1988
2017-10-31,2017,10,31,Tuesday,44,2017-44,75.54,75.67,75.2,75.37,5467113.0,69.24,-0.0005842383613220425,69.11428571428571,67.2506
2017-11-01,2017,11,1,Wednesday,44,2017-44,75.87,76.15,75.48,75.59,4275363.0,69.44,0.003006096049837703,69.16785714285714,67.3018
2017-11-02,2017,11,2,Thursday,44,2017-44,75.58,76.47,75.34,76.44,3119366.0,70.22,0.011155358176558439,69.28142857142858,67.35300000000001
2017-11-03,2017,11,3,Friday,44,2017-44,76.62,76.62,75.76,76.19,3822657.0,69.99,-0.0032107700904558945,69.36642857142857,67.41959999999999
2017-11-06,2017,11,6,Monday,45,2017-45,76.31,76.44,75.75,75.76,3838388.0,69.6,-0.005616754013446412,69.40928571428572,67.4812
2017-11-07,2017,11,7,Tuesday,45,2017-45,75.94,76.44,75.76,75.99,2945370.0,69.81,0.0029903653891076853,69.47428571428571,67.54400000000001
2017-11-08,2017,11,8,Wednesday,45,2017-45,75.85,76.14,75.53,75.7,3195479.0,69.54,-0.0038921690057969194,69.50714285714285,67.5624
2017-11-09,2017,11,9,Thursday,45,2017-45,75.7,75.74,74.32,74.49,4473035.0,68.43,-0.01587955539746455,69.40142857142857,67.5482
2017-11-10,2017,11,10,Friday,45,2017-45,74.26,74.56,74.26,74.33,4961653.0,68.28,-0.0021966500724059923,69.28642857142857,67.5296
2017-11-13,2017,11,13,Monday,46,2017-46,74.23,74.26,73.58,73.68,3522654.0,67.68,-0.008805496932690837,69.17642857142857,67.51979999999999
2017-11-14,2017,11,14,Tuesday,46,2017-46,73.68,74.9,73.63,74.76,4541203.0,68.68,0.014777609339857722,69.16857142857143,67.6076
2017-11-15,2017,11,15,Wednesday,46,2017-46,74.43,74.5,73.37,73.99,4175892.0,67.97,-0.010353638892224515,69.07142857142857,67.6996
2017-11-16,2017,11,16,Thursday,46,2017-46,73.82,74.39,73.69,74.19,3371222.0,68.56,0.008727858206314831,69.05142857142857,67.7992
2017-11-17,2017,11,17,Friday,46,2017-46,73.94,74.03,73.3,73.34,4463024.0,67.77,-0.011536158990508194,68.94357142857143,67.888
2017-11-20,2017,11,20,Monday,47,2017-47,73.52,73.74,73.19,73.24,4631776.0,67.68,-0.0012875114206551963,68.83214285714286,67.9738
2017-11-21,2017,11,21,Tuesday,47,2017-47,73.3,74.03,73.3,73.66,3961377.0,68.07,0.005671248821096375,68.73428571428572,68.065
2017-11-22,2017,11,22,Wednesday,47,2017-47,73.63,73.75,73.35,73.46,4545493.0,67.89,-0.0026488740519960974,68.56785714285715,68.1476
2017-11-24,2017,11,24,Friday,47,2017-47,73.63,73.73,73.22,73.57,2361890.0,67.99,0.001542322098304183,68.425,68.1992
2017-11-27,2017,11,27,Monday,48,2017-48,73.52,73.77,73.28,73.71,4082936.0,68.12,0.0017963430185945484,68.31928571428571,68.2542
2017-11-28,2017,11,28,Tuesday,48,2017-48,73.91,74.27,73.57,74.08,4343849.0,68.46,0.005037296130243618,68.22285714285714,68.3196
2017-11-29,2017,11,29,Wednesday,48,2017-48,74.16,74.55,74.05,74.36,4400418.0,68.72,0.003823145874551903,68.16428571428571,68.38
2017-11-30,2017,11,30,Thursday,48,2017-48,74.85,76.62,74.64,76.43,8539922.0,70.63,0.027843471537806863,68.32142857142857,68.4734
2017-12-01,2017,12,1,Friday,48,2017-48,76.56,76.75,74.76,75.59,6168180.0,69.86,-0.010951087461368858,68.43428571428572,68.5466
2017-12-04,2017,12,4,Monday,49,2017-49,76.26,76.73,75.53,75.54,4380714.0,69.81,-0.0006659611715587044,68.58642857142857,68.613
2017-12-05,2017,12,5,Tuesday,49,2017-49,76.77,77.11,75.65,75.7,5004238.0,69.96,0.0020828160626109593,68.67785714285715,68.6908
2017-12-06,2017,12,6,Wednesday,49,2017-49,76.25,76.4,75.75,76.27,4143159.0,70.49,0.007564955307459265,68.85785714285714,68.7742
2017-12-07,2017,12,7,Thursday,49,2017-49,76.35,77.3,76.19,77.03,5733589.0,71.19,0.009901051183031528,69.04571428571428,68.8432
2017-12-08,2017,12,8,Friday,49,2017-49,77.03,77.46,76.94,77.29,4766523.0,71.42,0.003349768688585053,69.30642857142857,68.9322
2017-12-11,2017,12,11,Monday,50,2017-50,77.36,77.74,77.09,77.6,4985488.0,71.71,0.003989745506983278,69.5942857142857,69.02420000000001
2017-12-12,2017,12,12,Tuesday,50,2017-50,77.74,78.14,77.39,77.71,5606469.0,71.81,0.001459926858962346,69.86142857142856,69.10079999999999
2017-12-13,2017,12,13,Wednesday,50,2017-50,77.72,78.48,77.58,78.23,8274082.0,72.29,0.006640834529662465,70.17571428571428,69.1856
2017-12-14,2017,12,14,Thursday,50,2017-50,78.36,78.58,77.66,77.89,4820390.0,71.98,-0.004344544338921286,70.46071428571427,69.2652
2017-12-15,2017,12,15,Friday,50,2017-50,78.54,79.57,78.14,79.4,9841630.0,73.38,0.019473157457691626,70.83642857142857,69.3664
2017-12-18,2017,12,18,Monday,51,2017-51,79.76,80.26,79.47,79.74,6713684.0,73.69,0.004280049686630427,71.21000000000001,69.47319999999999
2017-12-19,2017,12,19,Tuesday,51,2017-51,80.06,80.06,79.06,79.79,5788886.0,73.73,0.000552228564234758,71.56785714285715,69.5762
2017-12-20,2017,12,20,Wednesday,51,2017-51,80.16,80.48,79.48,79.92,5197301.0,73.86,0.0017355488371832983,71.79857142857142,69.6876
2017-12-21,2017,12,21,Thursday,51,2017-51,80.08,80.28,79.83,80.12,4804977.0,74.04,0.0024411353567359573,72.09714285714286,69.807
2017-12-22,2017,12,22,Friday,51,2017-51,80.25,80.3,79.89,80.07,2549551.0,74.0,-0.0006284529362013958,72.39642857142857,69.9132
2017-12-26,2017,12,26,Tuesday,52,2017-52,80.21,80.52,79.92,80.01,1672740.0,73.94,-0.0007076217033545884,72.68071428571429,70.0194
2017-12-27,2017,12,27,Wednesday,52,2017-52,80.21,80.31,79.87,80.29,2877361.0,74.2,0.003460855967020393,72.94571428571429,70.1274
2017-12-28,2017,12,28,Thursday,52,2017-52,80.38,80.66,80.11,80.63,2245257.0,74.51,0.004232643631641997,73.18285714285715,70.2376
2017-12-29,2017,12,29,Friday,52,2017-52,80.76,80.86,80.28,80.28,2871164.0,74.19,-0.004292927844982364,73.38071428571428,70.34339999999999
2018-01-02,2018,1,2,Tuesday,00,2018-00,80.49,81.11,80.03,80.65,4918591.0,74.54,0.004624868413624306,73.58285714285715,70.45259999999999
2018-01-03,2018,1,3,Wednesday,00,2018-00,81.49,81.94,81.38,81.84,7958983.0,75.63,0.014669213894236588,73.85571428571428,70.567
2018-01-04,2018,1,4,Thursday,00,2018-00,82.33,82.36,81.94,82.1,5820666.0,75.87,0.0031528652396759504,74.11142857142856,70.6866
2018-01-05,2018,1,5,Friday,00,2018-00,82.5,83.3,82.1,82.8,5835444.0,76.52,0.008585557205438077,74.43571428571428,70.8326
2018-01-08,2018,1,8,Monday,01,2018-01,85.08,85.46,83.2,83.59,10526807.0,77.25,0.00950065596372629,74.71214285714287,71.0018
2018-01-09,2018,1,9,Tuesday,01,2018-01,83.9,84.62,83.72,84.5,6724489.0,78.09,0.010917148527798792,75.02642857142857,71.17699999999999
2018-01-10,2018,1,10,Wednesday,01,2018-01,84.41,85.27,84.17,84.9,5216528.0,78.46,0.00469207712612163,75.36428571428571,71.3694
2018-01-11,2018,1,11,Thursday,01,2018-01,84.8,85.75,84.8,84.95,7633874.0,78.51,0.0006670968760806861,75.69642857142857,71.554
2018-01-12,2018,1,12,Friday,01,2018-01,85.34,85.95,85.1,85.95,8285523.0,79.43,0.01177875233814163,76.08142857142856,71.7578
2018-01-16,2018,1,16,Tuesday,02,2018-02,86.68,86.68,84.25,84.31,8288065.0,77.91,-0.01910967081371151,76.36071428571428,71.9272
2018-01-17,2018,1,17,Wednesday,02,2018-02,84.75,84.93,83.67,84.59,6219028.0,78.18,0.003358932426833716,76.66357142857143,72.0864
2018-01-18,2018,1,18,Thursday,02,2018-02,84.68,85.37,84.56,84.71,5098465.0,78.29,0.0014132252746084095,76.9557142857143,72.25240000000001
2018-01-19,2018,1,19,Friday,02,2018-02,85.0,85.53,84.64,85.53,5140892.0,79.04,0.009583428147921458,77.27928571428572,72.4412
2018-01-22,2018,1,22,Monday,03,2018-03,84.94,85.25,84.08,85.09,6520938.0,78.64,-0.005077226489496267,77.59714285714286,72.6178
2018-01-23,2018,1,23,Tuesday,03,2018-03,85.48,85.89,84.64,85.61,9101156.0,79.11,0.00606452220069964,77.92357142857144,72.8092
2018-01-24,2018,1,24,Wednesday,03,2018-03,84.97,87.09,84.34,85.39,8806238.0,78.91,-0.0025728332951765465,78.15785714285714,73.0188
2018-01-25,2018,1,25,Thursday,03,2018-03,86.11,87.03,85.59,86.69,7217874.0,80.11,0.015256279644348503,78.46071428571429,73.2554
2018-01-26,2018,1,26,Friday,03,2018-03,86.95,87.16,86.02,86.83,5090520.0,80.25,0.0016699972649223405,78.72714285714287,73.5068
2018-01-29,2018,1,29,Monday,04,2018-04,86.88,87.63,85.91,86.01,5530356.0,79.49,-0.00949415828940292,78.88714285714286,73.723
2018-01-30,2018,1,30,Tuesday,04,2018-04,85.59,86.24,85.15,85.9,5675590.0,79.39,-0.0012440620059470664,78.98,73.9514
2018-01-31,2018,1,31,Wednesday,04,2018-04,86.29,87.05,85.93,86.85,9389719.0,80.26,0.01106250354385696,79.10857142857142,74.1854
2018-02-01,2018,2,1,Thursday,04,2018-04,86.21,87.48,85.92,87.05,6674277.0,80.44,0.0022459138824910685,79.24642857142858,74.4388
2018-02-02,2018,2,2,Friday,04,2018-04,86.49,86.81,84.58,84.71,7443988.0,78.29,-0.026821908472319023,79.16499999999999,74.651
2018-02-05,2018,2,5,Monday,05,2018-05,84.0,84.42,79.23,80.08,10984757.0,74.0,-0.054750612863631254,78.88571428571427,74.7696
2018-02-06,2018,2,6,Tuesday,05,2018-05,78.14,81.69,77.56,81.69,13781079.0,75.5,0.020198165977537874,78.69428571428571,74.9218
2018-02-07,2018,2,7,Wednesday,05,2018-05,81.43,83.91,81.22,83.05,12563270.0,76.75,0.01663952262051005,78.58428571428571,75.097
2018-02-08,2018,2,8,Thursday,05,2018-05,82.98,83.3,80.16,80.23,11691068.0,74.14,-0.03402282900315212,78.23428571428572,75.2174
2018-02-09,2018,2,9,Friday,05,2018-05,81.28,81.84,76.91,78.68,19253277.0,72.72,-0.019218871877617616,77.81142857142856,75.3026
2018-02-12,2018,2,12,Monday,06,2018-06,77.45,80.88,77.41,80.16,15172249.0,74.08,0.018795766561577665,77.45214285714287,75.40979999999999
2018-02-13,2018,2,13,Tuesday,06,2018-06,79.52,79.9,78.65,79.15,8052258.0,73.15,-0.012639496245050785,77.04071428571429,75.4602
2018-02-14,2018,2,14,Wednesday,06,2018-06,78.65,79.8,78.01,79.74,11043073.0,73.69,0.00739450697046018,76.58214285714284,75.5368
2018-02-15,2018,2,15,Thursday,06,2018-06,80.55,81.84,80.42,81.81,7240596.0,76.03,0.03174622896144763,76.2807142857143,75.6612
2018-02-16,2018,2,16,Friday,06,2018-06,81.77,82.45,81.13,81.35,7602888.0,75.59,-0.005692383110910804,76.00214285714286,75.7738
2018-02-20,2018,2,20,Tuesday,07,2018-07,81.03,81.35,79.22,79.58,7364856.0,73.96,-0.021661919238172178,75.61428571428571,75.84320000000001
2018-02-21,2018,2,21,Wednesday,07,2018-07,79.75,82.57,79.6,81.35,12340333.0,75.59,0.022141547655289306,75.2807142857143,75.9312
2018-02-22,2018,2,22,Thursday,07,2018-07,82.32,84.7,82.32,84.07,12827679.0,78.12,0.033421001716663845,75.11500000000001,76.0652
2018-02-23,2018,2,23,Friday,07,2018-07,84.69,84.91,82.68,83.79,7316709.0,77.87,-0.003219161599919973,75.08500000000001,76.1884
2018-02-26,2018,2,26,Monday,08,2018-08,84.22,85.36,84.18,85.25,7548386.0,79.23,0.017424054632655173,75.45857142857143,76.3368
2018-02-27,2018,2,27,Tuesday,08,2018-08,85.36,85.74,84.25,84.27,6848431.0,78.31,-0.01151549095904103,75.65928571428572,76.4572
2018-02-28,2018,2,28,Wednesday,08,2018-08,84.41,87.16,84.33,84.8,14665993.0,78.8,0.006198191513810514,75.80571428571429,76.59360000000001
2018-03-01,2018,3,1,Thursday,08,2018-08,85.08,85.4,81.67,82.0,10061230.0,76.2,-0.03295240645806752,75.95285714285714,76.65
2018-03-02,2018,3,2,Friday,08,2018-08,81.32,82.0,80.74,81.77,9265618.0,75.99,-0.002762846082891013,76.18642857142856,76.696
2018-03-05,2018,3,5,Monday,09,2018-09,81.38,83.32,80.57,82.89,7570791.0,77.03,0.01362178666613656,76.39714285714285,76.762
2018-03-06,2018,3,6,Tuesday,09,2018-09,83.2,83.3,82.01,82.83,4830878.0,76.97,-0.0007593127991354365,76.67,76.8242
2018-03-07,2018,3,7,Wednesday,09,2018-09,81.72,82.61,81.63,82.4,4718059.0,76.57,-0.005166774795171247,76.87571428571428,76.8748
2018-03-08,2018,3,8,Thursday,09,2018-09,82.91,83.13,81.58,82.61,6279092.0,76.76,0.0025202813699753968,76.92785714285715,76.93
2018-03-09,2018,3,9,Friday,09,2018-09,82.95,84.45,82.76,84.37,6629308.0,78.41,0.021407894965698393,77.12928571428571,77.01939999999999
2018-03-12,2018,3,12,Monday,10,2018-10,84.77,84.77,82.5,82.76,5778716.0,76.9,-0.01916887145599777,77.33928571428571,77.0734
