Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-09-21,2016,9,21,Wednesday,38,2016-38,63.34,64.24,63.23,64.17,4997087.0,57.57,0.01715904407554847,58.37571428571429,59.7836
2016-09-22,2016,9,22,Thursday,38,2016-38,64.65,65.12,64.58,64.82,5680039.0,58.16,0.010200066790529538,58.22571428571428,59.767199999999995
2016-09-23,2016,9,23,Friday,38,2016-38,64.25,64.82,64.13,64.54,4205130.0,57.91,-0.004271837298672865,58.04928571428571,59.745200000000004
2016-09-26,2016,9,26,Monday,39,2016-39,64.29,64.8,64.05,64.34,5330459.0,57.72,-0.003217689009339497,57.896428571428565,59.7154
2016-09-27,2016,9,27,Tuesday,39,2016-39,64.24,64.65,64.05,64.41,6831588.0,57.79,0.0011740080111424245,57.754999999999995,59.687200000000004
2016-09-28,2016,9,28,Wednesday,39,2016-39,64.62,64.74,63.98,64.41,7962002.0,57.79,0.0,57.61785714285714,59.657399999999996
2016-09-29,2016,9,29,Thursday,39,2016-39,64.68,64.68,63.49,63.6,5911080.0,57.06,-0.012604021112248565,57.55214285714286,59.6084
2016-09-30,2016,9,30,Friday,39,2016-39,63.83,64.21,63.6,63.94,8030012.0,57.37,0.005343564318443406,57.45428571428572,59.5676
2016-10-03,2016,10,3,Monday,40,2016-40,63.94,64.61,63.74,64.46,6311031.0,57.84,0.00816913724114654,57.45928571428572,59.544399999999996
2016-10-04,2016,10,4,Tuesday,40,2016-40,64.55,64.7,63.75,63.83,5091474.0,57.27,-0.009762802271644389,57.449999999999996,59.51519999999999
2016-10-05,2016,10,5,Wednesday,40,2016-40,64.0,64.4,63.83,64.35,4360375.0,57.74,0.008084385868753374,57.43214285714286,59.459
2016-10-06,2016,10,6,Thursday,40,2016-40,64.26,64.33,63.79,64.24,5802234.0,57.64,-0.001662516871619224,57.512142857142855,59.403
2016-10-07,2016,10,7,Friday,40,2016-40,63.54,63.57,62.81,63.3,6257800.0,56.79,-0.014694314031720723,57.517857142857146,59.331199999999995
2016-10-10,2016,10,10,Monday,41,2016-41,63.03,63.58,62.71,62.92,7178784.0,56.45,-0.0059655977637907975,57.50714285714286,59.2518
2016-10-11,2016,10,11,Tuesday,41,2016-41,62.65,62.85,61.96,62.16,6856217.0,55.77,-0.01210226638081624,57.378571428571426,59.1668
2016-10-12,2016,10,12,Wednesday,41,2016-41,62.18,62.46,62.01,62.26,6067120.0,55.86,0.0016198601059755902,57.214285714285715,59.0912
2016-10-13,2016,10,13,Thursday,41,2016-41,61.93,62.99,61.77,62.84,5987670.0,56.38,0.009299439620259253,57.105000000000004,59.0258
2016-10-14,2016,10,14,Friday,41,2016-41,63.2,63.43,62.98,63.03,5040308.0,56.55,0.0031048796252737265,57.02142857142858,58.963
2016-10-17,2016,10,17,Monday,42,2016-42,63.01,63.21,62.71,62.75,3896864.0,56.3,-0.004492993436726156,56.915000000000006,58.8796
2016-10-18,2016,10,18,Tuesday,42,2016-42,63.24,63.3,62.73,62.93,4836598.0,56.46,0.0028080651175150795,56.82,58.7988
2016-10-19,2016,10,19,Wednesday,42,2016-42,63.1,63.2,62.77,62.78,6378087.0,56.33,-0.0023000114659365023,56.767857142857146,58.709399999999995
2016-10-20,2016,10,20,Thursday,42,2016-42,62.78,63.05,62.47,62.49,6160076.0,56.06,-0.004711465009562321,56.674285714285716,58.617
2016-10-21,2016,10,21,Friday,42,2016-42,61.91,62.16,61.43,62.1,6506955.0,55.71,-0.006244306138724953,56.52214285714285,58.505599999999994
2016-10-24,2016,10,24,Monday,43,2016-43,62.52,62.84,62.35,62.63,6813791.0,56.19,0.008614460083404385,56.445,58.407399999999996
2016-10-25,2016,10,25,Tuesday,43,2016-43,63.63,64.25,63.22,63.79,10729405.0,57.23,0.018488890481923814,56.40857142857143,58.3208
2016-10-26,2016,10,26,Wednesday,43,2016-43,63.56,64.08,63.4,63.57,5933485.0,57.03,-0.003452942009236959,56.365,58.2362
2016-10-27,2016,10,27,Thursday,43,2016-43,63.86,63.95,62.93,62.98,5640950.0,56.5,-0.009306053643475365,56.34428571428572,58.136
2016-10-28,2016,10,28,Friday,43,2016-43,63.26,64.28,63.26,64.09,7069620.0,57.5,0.017687575887587403,56.419285714285714,58.0514
2016-10-31,2016,10,31,Monday,44,2016-44,64.2,64.57,64.13,64.32,6379041.0,57.71,0.003535113678028834,56.557857142857145,57.973
2016-11-01,2016,11,1,Tuesday,44,2016-44,64.45,64.77,63.75,64.2,6426711.0,57.6,-0.0018593307572718487,56.68214285714286,57.899800000000006
2016-11-02,2016,11,2,Wednesday,44,2016-44,64.1,64.54,63.66,63.9,6539530.0,57.33,-0.004607414129301768,56.75,57.826800000000006
2016-11-03,2016,11,3,Thursday,44,2016-44,64.07,64.13,63.39,63.59,3883834.0,57.06,-0.00482548325691845,56.78642857142857,57.7488
2016-11-04,2016,11,4,Friday,44,2016-44,63.71,64.05,63.4,63.77,4143794.0,57.22,0.0027707607487572616,56.85214285714285,57.6768
2016-11-07,2016,11,7,Monday,45,2016-45,64.8,65.03,64.51,64.85,6715432.0,58.19,0.01697412983665858,56.97571428571428,57.62879999999999
2016-11-08,2016,11,8,Tuesday,45,2016-45,64.97,65.4,64.58,65.05,4010954.0,58.37,0.0031053614179281652,57.121428571428574,57.577000000000005
2016-11-09,2016,11,9,Wednesday,45,2016-45,63.62,66.26,63.62,65.96,7951197.0,59.18,0.013930767971899849,57.34428571428571,57.5484
2016-11-10,2016,11,10,Thursday,45,2016-45,66.32,68.26,66.29,68.23,9701798.0,61.21,0.03434803330760583,57.737142857142864,57.570600000000006
2016-11-11,2016,11,11,Friday,45,2016-45,67.9,68.55,67.34,68.51,6594191.0,61.47,0.0041506397303416875,58.114285714285714,57.59479999999999
2016-11-14,2016,11,14,Monday,46,2016-46,68.86,68.86,67.8,67.88,6576077.0,60.9,-0.009186393812758431,58.37642857142857,57.605199999999996
2016-11-15,2016,11,15,Tuesday,46,2016-46,67.87,67.98,67.12,67.77,6031208.0,60.8,-0.0016687478515857723,58.645714285714284,57.624
2016-11-16,2016,11,16,Wednesday,46,2016-46,67.1,67.58,66.93,67.31,4302218.0,60.77,-0.0005604625042240352,58.950714285714284,57.644000000000005
2016-11-17,2016,11,17,Thursday,46,2016-46,67.36,67.61,67.09,67.15,3537909.0,60.62,-0.0024308698054306133,59.17357142857143,57.662200000000006
2016-11-18,2016,11,18,Friday,46,2016-46,67.12,67.31,66.94,67.02,4254548.0,60.51,-0.0018743353928263318,59.373571428571424,57.71280000000001
2016-11-21,2016,11,21,Monday,47,2016-47,67.24,67.38,66.84,67.24,3459889.0,60.7,0.003286262227257808,59.59499999999999,57.751999999999995
2016-11-22,2016,11,22,Tuesday,47,2016-47,67.47,67.55,67.26,67.3,4196072.0,60.76,0.000842188344910122,59.839999999999996,57.811800000000005
2016-11-23,2016,11,23,Wednesday,47,2016-47,67.57,68.14,67.57,68.04,3779437.0,61.42,0.010940993640430552,60.15142857142856,57.892199999999995
2016-11-25,2016,11,25,Friday,47,2016-47,68.36,68.72,68.15,68.46,1602824.0,61.8,0.006197580380450596,60.478571428571435,57.9684
2016-11-28,2016,11,28,Monday,48,2016-48,68.28,68.58,68.15,68.25,3898612.0,61.61,-0.003034057439816995,60.722857142857144,58.07020000000001
2016-11-29,2016,11,29,Tuesday,48,2016-48,68.39,68.87,68.38,68.5,4979767.0,61.84,0.0035963013929152243,60.97071428571428,58.172799999999995
2016-11-30,2016,11,30,Wednesday,48,2016-48,68.62,69.23,67.79,67.79,6534127.0,61.2,-0.010290332690096271,61.115,58.26480000000001
2016-12-01,2016,12,1,Thursday,48,2016-48,67.97,68.07,67.38,67.64,6444348.0,61.06,-0.0022280916321929523,61.104285714285716,58.3346
2016-12-02,2016,12,2,Friday,48,2016-48,67.99,68.33,67.64,68.11,4964672.0,61.48,0.006885180930600088,61.105,58.401
2016-12-05,2016,12,5,Monday,49,2016-49,68.42,68.47,67.56,67.6,4890624.0,61.03,-0.007392595206753616,61.114285714285714,58.46339999999999
2016-12-06,2016,12,6,Tuesday,49,2016-49,67.53,67.78,67.39,67.61,3463226.0,61.03,9.332302800402204e-05,61.13071428571429,58.5296
2016-12-07,2016,12,7,Wednesday,49,2016-49,67.65,69.13,67.39,69.02,6772000.0,62.31,0.020943908406213962,61.24071428571428,58.62
2016-12-08,2016,12,8,Thursday,49,2016-49,69.02,69.02,68.06,68.24,5034747.0,61.6,-0.01139708979316778,61.31071428571429,58.6962
2016-12-09,2016,12,9,Friday,49,2016-49,68.31,69.22,68.01,69.09,5447569.0,62.37,0.012542933248455013,61.44357142857143,58.802400000000006
2016-12-12,2016,12,12,Monday,50,2016-50,68.86,69.54,68.46,69.47,7116654.0,62.72,0.005464809053984387,61.587857142857146,58.9094
2016-12-13,2016,12,13,Tuesday,50,2016-50,69.78,70.29,69.39,69.42,6050276.0,62.67,-0.000724490378103515,61.72428571428571,59.006
2016-12-14,2016,12,14,Wednesday,50,2016-50,69.45,69.5,68.65,68.77,4387547.0,62.08,-0.00942794250834722,61.77142857142858,59.1022
2016-12-15,2016,12,15,Thursday,50,2016-50,68.62,68.87,68.04,68.05,5738038.0,61.43,-0.010433076684419396,61.745,59.175999999999995
2016-12-16,2016,12,16,Friday,50,2016-50,68.23,68.76,68.02,68.29,12690072.0,61.65,0.00360669545548431,61.74785714285714,59.2562
2016-12-19,2016,12,19,Monday,51,2016-51,68.96,69.9,68.52,69.74,6099059.0,62.96,0.021194071038149964,61.82785714285715,59.3796
2016-12-20,2016,12,20,Tuesday,51,2016-51,69.81,69.86,69.32,69.63,3584784.0,62.86,-0.0015335156789102466,61.94642857142857,59.507799999999996
2016-12-21,2016,12,21,Wednesday,51,2016-51,69.82,69.94,69.52,69.53,3303054.0,62.77,-0.0014461824079483598,62.068571428571424,59.6478
2016-12-22,2016,12,22,Thursday,51,2016-51,69.59,69.7,69.03,69.52,3317673.0,62.76,-0.0002715823002237272,62.160000000000004,59.7858
2016-12-23,2016,12,23,Friday,51,2016-51,69.45,69.75,69.25,69.63,2070785.0,62.86,0.0017203263909169042,62.29071428571428,59.9154
2016-12-27,2016,12,27,Tuesday,52,2016-52,69.88,69.94,69.54,69.84,1695940.0,63.05,0.002982114051435225,62.435,60.0454
2016-12-28,2016,12,28,Wednesday,52,2016-52,69.86,69.91,69.29,69.35,3010837.0,62.6,-0.007118296807094082,62.455714285714286,60.171400000000006
2016-12-29,2016,12,29,Thursday,52,2016-52,69.4,69.74,69.24,69.57,4613820.0,62.81,0.0032670681842583704,62.542142857142856,60.2984
2016-12-30,2016,12,30,Friday,52,2016-52,69.6,69.72,68.84,68.99,3496595.0,62.28,-0.008412599025300338,62.535714285714285,60.41740000000001
2017-01-03,2017,1,3,Tuesday,01,2017-01,69.47,69.83,69.23,69.75,4353224.0,62.97,0.01103820353555962,62.55357142857143,60.555600000000005
2017-01-04,2017,1,4,Wednesday,01,2017-01,70.14,70.3,69.59,69.79,4912235.0,63.01,0.0006312835660953198,62.57785714285715,60.7016
2017-01-05,2017,1,5,Thursday,01,2017-01,69.96,70.45,69.58,70.08,5315046.0,63.26,0.004057706509131842,62.662142857142854,60.843
2017-01-06,2017,1,6,Friday,01,2017-01,70.12,71.01,69.89,70.83,4166358.0,63.94,0.010777344120285415,62.84142857142858,60.9772
2017-01-09,2017,1,9,Monday,02,2017-02,70.93,70.93,70.03,70.17,3867785.0,63.35,-0.00932931429480277,62.96285714285714,61.1036
2017-01-10,2017,1,10,Tuesday,02,2017-02,70.33,70.38,69.89,70.02,2860836.0,63.21,-0.0021524960077293764,62.980714285714285,61.2378
2017-01-11,2017,1,11,Wednesday,02,2017-02,70.25,70.25,69.59,69.86,4363712.0,63.06,-0.002336800261965921,62.995000000000005,61.349
2017-01-12,2017,1,12,Thursday,02,2017-02,69.94,69.94,69.04,69.74,4202269.0,62.96,-0.0016220068351249228,63.00857142857143,61.45399999999999
2017-01-13,2017,1,13,Friday,02,2017-02,69.81,70.02,69.13,69.36,4577273.0,62.62,-0.005414079830912133,62.99857142857143,61.554399999999994
2017-01-17,2017,1,17,Tuesday,03,2017-03,69.09,69.4,68.85,69.21,3559519.0,62.48,-0.0022680805268189275,62.971428571428575,61.657399999999996
2017-01-18,2017,1,18,Wednesday,03,2017-03,69.35,69.79,69.11,69.49,4131877.0,62.73,0.004092143037742524,62.94857142857143,61.7708
2017-01-19,2017,1,19,Thursday,03,2017-03,69.87,70.23,69.24,69.69,4494010.0,62.91,0.0028072984164420056,62.97071428571429,61.8846
2017-01-20,2017,1,20,Friday,03,2017-03,69.82,69.92,69.24,69.72,4980403.0,62.94,0.0005419874092529309,62.980000000000004,61.9796
2017-01-23,2017,1,23,Monday,04,2017-04,69.75,70.04,69.21,69.44,3649297.0,62.69,-0.004061915760974921,63.00928571428572,62.065999999999995
2017-01-24,2017,1,24,Tuesday,04,2017-04,69.65,70.29,69.44,70.24,5148360.0,63.41,0.011509775955490742,63.04071428571428,62.150600000000004
2017-01-25,2017,1,25,Wednesday,04,2017-04,70.4,70.81,68.46,69.83,8030806.0,63.04,-0.005823592102496611,63.042857142857144,62.187200000000004
2017-01-26,2017,1,26,Thursday,04,2017-04,69.73,70.16,68.93,69.45,6349644.0,62.7,-0.00540736831161992,63.00285714285714,62.211800000000004
2017-01-27,2017,1,27,Friday,04,2017-04,69.32,69.79,68.98,69.04,4496870.0,62.32,-0.005980388846350326,62.887142857142855,62.2402
2017-01-30,2017,1,30,Monday,05,2017-05,68.79,68.97,68.12,68.7,4623831.0,62.02,-0.004831384178040077,62.792142857142856,62.2646
2017-01-31,2017,1,31,Tuesday,05,2017-05,68.62,69.11,68.21,69.02,6269717.0,62.31,0.004579973696749562,62.72785714285715,62.2954
2017-02-01,2017,2,1,Wednesday,05,2017-05,68.99,69.17,67.9,68.08,7420789.0,61.46,-0.013586238463134115,62.613571428571426,62.312200000000004
2017-02-02,2017,2,2,Thursday,05,2017-05,68.02,68.4,67.24,68.19,7491341.0,61.56,0.0016638545763665302,62.51357142857143,62.3332
2017-02-03,2017,2,3,Friday,05,2017-05,68.3,69.09,68.28,69.01,5420397.0,62.3,0.01190492788194164,62.49071428571428,62.3652
2017-02-06,2017,2,6,Monday,06,2017-06,69.11,70.01,69.02,69.65,6720834.0,62.88,0.00939338892115682,62.519285714285715,62.407599999999995
2017-02-07,2017,2,7,Tuesday,06,2017-06,70.09,70.31,69.84,70.01,4408522.0,63.2,0.005150114246111448,62.55285714285714,62.443200000000004
2017-02-08,2017,2,8,Wednesday,06,2017-06,69.91,69.91,69.45,69.48,3292885.0,62.72,-0.007640353548171386,62.53928571428571,62.4616
2017-02-09,2017,2,9,Thursday,06,2017-06,69.48,69.68,69.23,69.28,4217206.0,62.55,-0.0028081716261663114,62.51142857142857,62.4804
2017-02-10,2017,2,10,Friday,06,2017-06,69.38,70.02,69.28,69.89,4257249.0,63.09,0.00872019816242453,62.540000000000006,62.5054
2017-02-13,2017,2,13,Monday,07,2017-07,70.24,70.55,70.12,70.5,4498141.0,63.64,0.008734904755587802,62.556428571428576,62.5542
2017-02-14,2017,2,14,Tuesday,07,2017-07,70.48,70.69,70.14,70.21,4404549.0,63.39,-0.004017254877232479,62.58142857142857,62.6008
2017-02-15,2017,2,15,Wednesday,07,2017-07,69.94,70.53,69.89,70.43,4171125.0,63.96,0.009016347960810966,62.67142857142858,62.6504
2017-02-16,2017,2,16,Thursday,07,2017-07,70.57,70.69,70.37,70.53,4452537.0,64.05,0.0014295530022521152,62.795,62.7108
2017-02-17,2017,2,17,Friday,07,2017-07,70.44,70.69,70.24,70.58,4023030.0,64.09,0.0007141135034276491,62.94285714285714,62.772
2017-02-21,2017,2,21,Tuesday,08,2017-08,70.6,70.99,70.51,70.8,3395534.0,64.29,0.0031209309251651884,63.08428571428572,62.8116
2017-02-22,2017,2,22,Wednesday,08,2017-08,70.7,70.93,70.31,70.9,3504698.0,64.39,0.0014219368196317639,63.29357142857143,62.8674
2017-02-23,2017,2,23,Thursday,08,2017-08,70.93,71.04,70.47,70.54,5516531.0,64.06,-0.005059471721382769,63.472142857142856,62.901199999999996
2017-02-24,2017,2,24,Friday,08,2017-08,70.37,70.92,70.33,70.77,4636543.0,64.27,0.0033010092391814183,63.612857142857145,62.9322
2017-02-27,2017,2,27,Monday,09,2017-09,70.86,71.1,70.5,70.99,4340195.0,64.47,0.003112328233763506,63.72642857142858,62.968199999999996
2017-02-28,2017,2,28,Tuesday,09,2017-09,71.1,71.23,70.7,70.83,4675633.0,64.32,-0.002304726879332808,63.80642857142857,63.013000000000005
2017-03-01,2017,3,1,Wednesday,09,2017-09,71.52,72.02,71.4,71.54,8080860.0,64.97,0.010039635947552084,63.96714285714285,63.083800000000004
2017-03-02,2017,3,2,Thursday,09,2017-09,71.64,71.77,70.88,70.92,4577591.0,64.4,-0.00870834290886624,64.09928571428571,63.1388
2017-03-03,2017,3,3,Friday,09,2017-09,70.92,71.38,70.59,70.7,4939089.0,64.2,-0.0031059756179907527,64.17857142857143,63.163599999999995
2017-03-06,2017,3,6,Monday,10,2017-10,70.38,70.67,70.2,70.27,5994026.0,63.81,-0.006053117132216235,64.19071428571428,63.1826
2017-03-07,2017,3,7,Tuesday,10,2017-10,70.4,70.74,70.17,70.66,3904491.0,64.17,0.00555245873465382,64.24642857142858,63.21059999999999
2017-03-08,2017,3,8,Wednesday,10,2017-10,70.79,70.9,70.26,70.33,4102480.0,63.87,-0.004720384793041821,64.24,63.232800000000005
2017-03-09,2017,3,9,Thursday,10,2017-10,70.4,70.7,67.37,70.44,4639562.0,63.97,0.0016109681780773766,64.23428571428572,63.255
2017-03-10,2017,3,10,Friday,10,2017-10,70.73,70.85,70.04,70.57,5116898.0,64.09,0.001876131882512011,64.23428571428572,63.2758
2017-03-13,2017,3,13,Monday,11,2017-11,70.84,70.94,70.46,70.68,4729341.0,64.19,0.0015156657483230696,64.22714285714287,63.3076
2017-03-14,2017,3,14,Tuesday,11,2017-11,70.41,70.59,70.2,70.38,3487537.0,63.91,-0.004273683076942425,64.19285714285715,63.3296
2017-03-15,2017,3,15,Wednesday,11,2017-11,70.56,71.3,70.4,71.16,5035700.0,64.63,0.011177746237889474,64.23357142857142,63.376599999999996
2017-03-16,2017,3,16,Thursday,11,2017-11,70.97,71.25,70.45,70.7,4661808.0,64.2,-0.006543982344753063,64.22857142857143,63.401199999999996
2017-03-17,2017,3,17,Friday,11,2017-11,70.91,71.71,70.65,71.4,11825815.0,64.84,0.00988051336793161,64.255,63.43780000000001
2017-03-20,2017,3,20,Monday,12,2017-12,71.37,71.79,71.01,71.43,4858844.0,64.87,0.0005291585543534261,64.29428571428572,63.47
2017-03-21,2017,3,21,Tuesday,12,2017-12,71.53,71.84,70.47,70.59,5676067.0,64.1,-0.011893361025862359,64.23214285714286,63.4732
2017-03-22,2017,3,22,Wednesday,12,2017-12,70.72,70.75,70.12,70.44,3379803.0,63.97,-0.002050580550496117,64.20142857142858,63.485600000000005
2017-03-23,2017,3,23,Thursday,12,2017-12,70.44,70.77,70.21,70.38,3634679.0,63.92,-0.0008041587500612346,64.18142857142857,63.49979999999999
2017-03-24,2017,3,24,Friday,12,2017-12,70.47,70.66,70.06,70.36,3574773.0,63.89,-0.00035755227269795853,64.18714285714286,63.516400000000004
2017-03-27,2017,3,27,Monday,13,2017-13,69.91,70.44,69.51,70.38,3957881.0,63.91,0.0002681854928963112,64.16857142857143,63.5354
2017-03-28,2017,3,28,Tuesday,13,2017-13,70.11,71.21,70.06,70.95,5176485.0,64.43,0.008137414541031784,64.20857142857143,63.5716
2017-03-29,2017,3,29,Wednesday,13,2017-13,70.83,70.83,70.43,70.52,3176093.0,64.04,-0.006031581911364214,64.21357142857143,63.60280000000001
2017-03-30,2017,3,30,Thursday,13,2017-13,70.46,70.9,70.39,70.77,2354262.0,64.27,0.003480347798904937,64.22642857142857,63.63360000000001
2017-03-31,2017,3,31,Friday,13,2017-13,70.8,70.88,70.39,70.62,3946599.0,64.13,-0.0021343882245496992,64.22214285714286,63.657999999999994
2017-04-03,2017,4,3,Monday,14,2017-14,70.66,70.79,70.01,70.44,3373447.0,63.97,-0.002495207906430874,64.22642857142857,63.6786
2017-04-04,2017,4,4,Tuesday,14,2017-14,70.65,71.27,70.64,71.11,4720760.0,64.57,0.00947022904122874,64.22214285714286,63.7162
2017-04-05,2017,4,5,Wednesday,14,2017-14,71.2,71.98,70.77,70.8,4785909.0,64.29,-0.004336513648132256,64.22857142857143,63.733799999999995
2017-04-06,2017,4,6,Thursday,14,2017-14,70.84,71.07,70.6,70.74,3473077.0,64.24,-0.0008002621974126933,64.18571428571428,63.757799999999996
2017-04-07,2017,4,7,Friday,14,2017-14,70.88,71.25,70.63,71.11,3280014.0,64.57,0.005159792287720899,64.16428571428571,63.7952
2017-04-10,2017,4,10,Monday,15,2017-15,71.11,71.59,70.91,71.04,3332928.0,64.51,-0.0009735416428893195,64.19357142857143,63.839
2017-04-11,2017,4,11,Tuesday,15,2017-15,70.8,71.22,70.64,71.2,3803272.0,64.66,0.0023031795585983783,64.24285714285715,63.891799999999996
2017-04-12,2017,4,12,Wednesday,15,2017-15,70.98,71.0,70.57,70.64,4139504.0,64.15,-0.00795487811051021,64.25928571428571,63.928599999999996
2017-04-13,2017,4,13,Thursday,15,2017-15,70.52,70.93,70.37,70.54,3592570.0,64.06,-0.00133626586302793,64.27142857142857,63.980599999999995
2017-04-17,2017,4,17,Monday,16,2017-16,70.82,71.29,70.67,71.28,5567538.0,64.73,0.010527333754698276,64.33,64.044
2017-04-18,2017,4,18,Tuesday,16,2017-16,71.08,71.54,71.0,71.47,4324464.0,64.9,0.002560308198690464,64.36357142857143,64.09599999999999
2017-04-19,2017,4,19,Wednesday,16,2017-16,71.71,71.91,70.93,71.06,4078486.0,64.53,-0.005635950269436529,64.39857142857143,64.129
2017-04-20,2017,4,20,Thursday,16,2017-16,71.09,71.94,70.99,71.71,3928485.0,65.12,0.009033187972095513,64.45928571428571,64.1674
2017-04-21,2017,4,21,Friday,16,2017-16,71.74,72.55,71.74,72.37,8991992.0,65.72,0.009215234116600302,64.57285714285715,64.2274
2017-04-24,2017,4,24,Monday,17,2017-17,73.0,73.37,72.83,73.2,5013613.0,66.48,0.011566030579680753,64.75214285714286,64.306
2017-04-25,2017,4,25,Tuesday,17,2017-17,73.48,73.83,73.26,73.55,5278817.0,66.79,0.0047283570359444305,64.91071428571429,64.38
2017-04-26,2017,4,26,Wednesday,17,2017-17,73.85,75.05,73.32,74.39,8108190.0,67.55,0.011380321125407766,65.14357142857143,64.45819999999999
2017-04-27,2017,4,27,Thursday,17,2017-17,74.49,75.03,74.32,74.75,5409751.0,67.88,0.0049069279538696,65.40357142857142,64.548
2017-04-28,2017,4,28,Friday,17,2017-17,75.01,75.27,74.63,74.88,7115224.0,68.0,0.0017678799478020313,65.64857142857143,64.6288
2017-05-01,2017,5,1,Monday,18,2017-18,74.92,75.33,74.68,74.84,4064026.0,67.96,-0.0005883281484391212,65.895,64.70700000000001
2017-05-02,2017,5,2,Tuesday,18,2017-18,74.86,75.21,74.73,75.09,4765252.0,68.19,0.003363774000636921,66.14714285714285,64.789
2017-05-03,2017,5,3,Wednesday,18,2017-18,75.08,75.81,74.89,75.71,5761873.0,68.75,0.00821336581744192,66.47571428571429,64.8782
2017-05-04,2017,5,4,Thursday,18,2017-18,75.92,76.15,75.61,76.15,5048253.0,69.15,0.0058185483790424986,66.83928571428571,64.9734
2017-05-05,2017,5,5,Friday,18,2017-18,75.65,76.43,75.59,76.37,3873346.0,69.35,0.002892775343227516,67.16928571428572,65.0792
2017-05-08,2017,5,8,Monday,19,2017-19,76.38,76.49,76.08,76.2,4306667.0,69.2,-0.002225148456906245,67.47642857142857,65.17779999999999
2017-05-09,2017,5,9,Tuesday,19,2017-19,76.44,76.75,76.21,76.44,3092194.0,69.42,0.0031382742556660403,67.82571428571428,65.27680000000001
2017-05-10,2017,5,10,Wednesday,19,2017-19,76.26,76.36,75.59,76.16,3389178.0,69.16,-0.0036223883781101307,68.11428571428571,65.3736
2017-05-11,2017,5,11,Thursday,19,2017-19,75.73,76.39,75.37,76.32,4371975.0,69.31,0.0021483743956043355,68.37071428571429,65.46039999999999
2017-05-12,2017,5,12,Friday,19,2017-19,76.15,76.27,75.93,76.04,3910370.0,69.06,-0.003710318235628507,68.555,65.5536
2017-05-15,2017,5,15,Monday,20,2017-20,76.02,76.33,75.94,76.1,3471171.0,69.11,0.0007447609036874692,68.72071428571428,65.65180000000001
2017-05-16,2017,5,16,Tuesday,20,2017-20,76.21,76.45,76.02,76.4,3213435.0,69.38,0.003969654121100952,68.85142857142857,65.7632
2017-05-17,2017,5,17,Wednesday,20,2017-20,75.98,75.98,75.15,75.25,5335544.0,68.71,-0.009607292780620003,68.91071428571429,65.854
2017-05-18,2017,5,18,Thursday,20,2017-20,75.2,75.51,74.24,75.12,4108995.0,68.59,-0.0017564980713495881,68.95285714285714,65.94839999999999
2017-05-19,2017,5,19,Friday,20,2017-20,75.36,76.37,75.14,76.25,5099260.0,69.62,0.014995656084701325,69.07142857142857,66.0614
2017-05-22,2017,5,22,Monday,21,2017-21,76.5,76.81,76.43,76.56,3468946.0,69.91,0.0041264321451430774,69.19428571428571,66.17779999999999
2017-05-23,2017,5,23,Tuesday,21,2017-21,76.56,77.08,76.54,76.82,5409433.0,70.15,0.0033701053614916265,69.29428571428572,66.297
2017-05-24,2017,5,24,Wednesday,21,2017-21,76.84,77.31,76.68,76.83,3830285.0,70.15,8.200915021983057e-05,69.36571428571429,66.4218
2017-05-25,2017,5,25,Thursday,21,2017-21,77.05,77.16,76.8,76.94,4348775.0,70.25,0.0013925186381507082,69.43,66.5342
2017-05-26,2017,5,26,Friday,21,2017-21,76.97,77.05,76.51,76.68,3378532.0,70.02,-0.003271843186114509,69.48857142857143,66.6506
2017-05-30,2017,5,30,Tuesday,22,2017-22,76.65,76.73,76.24,76.32,4236115.0,69.69,-0.004759887411947994,69.50785714285715,66.7476
2017-05-31,2017,5,31,Wednesday,22,2017-22,76.5,76.51,76.15,76.32,6543661.0,69.69,8.222168016014386e-05,69.54571428571428,66.844
2017-06-01,2017,6,1,Thursday,22,2017-22,76.27,76.87,76.2,76.65,5107364.0,69.98,0.004205112541935341,69.59357142857144,66.9616
2017-06-02,2017,6,2,Friday,22,2017-22,76.82,77.31,76.6,76.85,3810581.0,70.17,0.002709689418093797,69.67285714285714,67.0856
2017-06-05,2017,6,5,Monday,23,2017-23,76.95,77.0,76.1,76.14,5088296.0,69.52,-0.0093347770020058,69.70214285714285,67.1976
2017-06-06,2017,6,6,Tuesday,23,2017-23,75.75,76.04,75.31,75.59,4746979.0,69.02,-0.007108865087072536,69.67642857142857,67.30019999999999
2017-06-07,2017,6,7,Wednesday,23,2017-23,75.92,75.95,75.12,75.38,2854162.0,68.83,-0.0028304805439279823,69.685,67.3986
2017-06-08,2017,6,8,Thursday,23,2017-23,75.38,75.84,74.94,75.48,5638884.0,68.92,0.0013356804360724617,69.70857142857143,67.4884
2017-06-09,2017,6,9,Friday,23,2017-23,75.63,76.04,75.41,75.92,3383299.0,69.32,0.0058363882936158795,69.68714285714286,67.594
2017-06-12,2017,6,12,Monday,24,2017-24,75.68,75.87,75.11,75.44,4869014.0,68.89,-0.006300079690587879,69.61428571428571,67.68639999999999
2017-06-13,2017,6,13,Tuesday,24,2017-24,75.48,75.62,75.26,75.56,3745273.0,68.99,0.0015018028279079054,69.53142857142858,67.7836
2017-06-14,2017,6,14,Wednesday,24,2017-24,75.56,75.78,75.27,75.53,2811100.0,68.96,-0.00041635757784064253,69.44642857142857,67.8834
